public_id,public_id_type,paper_id
20168584,MAG,843
2965581376,MAG,1583
5465343,CorpusId,3441
16541728,CorpusId,1697
13639332,CorpusId,3287
journals/siamcomp/Yannakakis81,DBLP,927
2030486339,MAG,2812
10.1145/1238844.1238848,DOI,3591
journals/corr/abs-1910-12991,DBLP,1567
1904.01766,ArXiv,3736
15152584,CorpusId,2070
59912010,CorpusId,440
2150435345,MAG,2093
3246176,CorpusId,25
1808049,CorpusId,241
10.1016/0012-365X(85)90046-9,DOI,558
35687624,PubMed,2411
10.1007/978-3-319-38851-9_19,DOI,3409
journals/siamcomp/ItaiPS82,DBLP,591
10.1016/j.tcs.2008.12.031,DOI,320
237294680,CorpusId,2168
10.1145/588111.588141,DOI,588
2133371523,MAG,2221
10.1145/169891.169896,DOI,2720
conf/wsc/ChenCC08,DBLP,2053
2113229563,MAG,1812
conf/3dui/Feiner16,DBLP,2456
2112971401,MAG,1854
2131998703,MAG,3290
2740638572,MAG,2297
10.1038/s41598-020-77918-x,DOI,3713
243702296,CorpusId,1582
224770702,CorpusId,163
conf/wads/ChenGP97,DBLP,438
10.1007/3-540-45995-2_6,DOI,786
214795220,CorpusId,703
26488632,PubMed,991
10.1016/0004-3702(94)90087-6,DOI,470
10.1109/TPAMI.2017.2753232,DOI,3758
conf/icde/ChaudhuriGG04,DBLP,59
25667432,PubMed,2198
conf/sigmetrics/ViennotGN14,DBLP,3038
0808.4142,ArXiv,1261
10.1007/s40257-017-0286-9,DOI,2188
2016840986,MAG,3433
19497921,PubMed,2238
10.1016/0304-3975(91)90200-L,DOI,501
55406755,CorpusId,1069
conf/eccv/SurisEJCV20,DBLP,3730
journals/jacm/KargerS96,DBLP,3506
24923875,CorpusId,2024
10.1136/ard.51.3.321,DOI,2342
41200070,CorpusId,2300
2585341774,MAG,318
20280204,CorpusId,2097
10.18653/v1/D19-1468,DOI,5
18518440,PubMed,1211
5642042,PubMedCentral,2941
243985830,CorpusId,3710
1965913385,MAG,257
33837181,PubMed,2781
2309.05810,ArXiv,3687
5734144,CorpusId,1696
47016186,CorpusId,1603
10.1016/j.tcs.2005.06.022,DOI,346
conf/vldb/DingGS00,DBLP,99
conf/isalalife/ChenSLV20,DBLP,3734
6619605,CorpusId,85
2631884,CorpusId,542
10.1007/3-540-44968-X_1,DOI,390
10.1145/140901.140902,DOI,130
10.1111/j.1365-2362.1992.tb01468.x,DOI,2340
1550012655,MAG,778
10.1109/ECTC.2016.348,DOI,1938
35143340,CorpusId,2074
17456800,PubMed,2848
1963832632,MAG,86
conf/podc/PapadimitriouV15,DBLP,217
journals/corr/abs-cs-0612052,DBLP,3448
203240032,MAG,2310
2397590,CorpusId,2694
10.1145/263661.263664,DOI,816
10.1111/aos.12082,DOI,1001
31511739,CorpusId,3636
29525845,PubMed,2186
10.1038/s41598-021-85834-x,DOI,950
2946933523,MAG,2933
10.1145/224056.225837,DOI,3159
10.1007/978-3-319-57586-5_1,DOI,190
2024460131,MAG,2262
journals/jcss/GoldbergP18,DBLP,188
6737838,CorpusId,649
10.1109/SMILE45626.2019.8965285,DOI,1898
10.1007/3-540-44691-5_7,DOI,3481
10.1103/PHYSREVLETT.93.211301,DOI,1368
3663481,PubMed,1848
13679720,CorpusId,2888
10.1016/0020-0190(90)90015-P,DOI,3530
10.1145/800070.802199,DOI,917
2141482262,MAG,3474
conf/compsac/PotterN06,DBLP,3099
1827840750,MAG,233
23305662,CorpusId,617
2134145495,MAG,45
journals/corr/PapadimitriouPPR14,DBLP,235
journals/tocs/NiehL03,DBLP,3134
conf/stoc/Yannakakis86,DBLP,891
10.1145/800070.802192,DOI,586
11443433,CorpusId,907
10.1145/961290.961513,DOI,352
2783923625,MAG,8
2418838818,MAG,1361
0801.2556,ArXiv,1271
conf/mixer/OlwalF04,DBLP,2593
233674871,CorpusId,2915
2914795094,MAG,527
207767496,CorpusId,2540
12385888,CorpusId,923
47292847,MAG,91
1481084627,MAG,1034
conf/stoc/Papadimitriou05,DBLP,335
116806624,CorpusId,1912
10.1109/SFCS.1994.365740,DOI,472
207758926,CorpusId,672
1599105192,MAG,813
2981148933,MAG,2429
49321912,CorpusId,1918
10.1096/fj.201600392RR,DOI,2793
5767920,CorpusId,1340
256392687,CorpusId,3168
10.1016/j.cie.2014.04.015,DOI,1972
10.1109/SMTW.2004.1393758,DOI,2093
2167798853,MAG,1142
10.1109/VISUAL.1992.235197,DOI,2731
10.1109/TIT.2009.2034883,DOI,2144
2126773382,MAG,2571
19257177,PubMed,1150
3099082121,MAG,1556
17015094,CorpusId,2737
17930660,PubMed,1286
34432296,PubMed,2168
10.1145/323779.323736,DOI,3665
conf/case/HaoLGC14,DBLP,1954
11511101,CorpusId,237
1806.03907,ArXiv,711
2950429273,MAG,2964
10.1371/journal.pone.0195788,DOI,2943
3001770227,MAG,1896
conf/chi/Feiner96,DBLP,2696
10.1007/978-3-642-16170-4_1,DOI,266
10.1145/3580507.3597812,DOI,153
36794924,PubMed,2893
21347106,PubMed,2528
2058084876,MAG,2488
conf/ecbs/DechevPRS09,DBLP,3570
journals/ior/CoffmanNY89,DBLP,877
2019062750,MAG,814
10.1161/CIRCULATIONAHA.111.040071,DOI,2978
6378273,CorpusId,131
2154073950,MAG,2599
journals/candie/ChienHMD16,DBLP,1929
2751278862,MAG,3404
6090781,CorpusId,1142
2758533,CorpusId,2546
1930659875,MAG,472
2062770943,MAG,2751
7928866,CorpusId,2053
10.1145/2600057.2602855,DOI,232
10.1007/978-3-642-13731-0_15,DOI,3425
224815058,CorpusId,964
5058852,CorpusId,1864
31570894,PubMed,2938
1579417347,MAG,2799
10.1007/s10055-005-0152-6,DOI,2582
387136,CorpusId,3420
conf/focs/KarpKPS00,DBLP,400
1907.04907,ArXiv,1581
10.2353/ajpath.2009.080500,DOI,2834
14182763,CorpusId,2769
conf/tei/OlwalF09,DBLP,2532
journals/talg/JezLSS12,DBLP,3420
10.1007/BF01782813,DOI,2315
16592138,PubMed,3373
34903296,CorpusId,985
2116891521,MAG,3313
10.1007/978-3-642-02930-1_35,DOI,278
journals/corr/abs-1811-11683,DBLP,3740
6792934,CorpusId,1305
9851565,PubMedCentral,2891
10.4230/LIPIcs.STACS.2011.615,DOI,738
1206.6425,ArXiv,1747
293827,CorpusId,2535
202537869,CorpusId,5
2072765980,MAG,685
23768427,CorpusId,2264
196654035,CorpusId,2945
1023056,CorpusId,222
9727152,CorpusId,2672
236158271,CorpusId,951
2062989923,MAG,536
7210032,CorpusId,1980
10.1016/0092-8674(85)90151-5,DOI,2377
conf/siggraph/BaileyG04,DBLP,2591
24666952,CorpusId,1244
35719878,PubMed,3186
10.1007/10703163_3,DOI,811
10.18653/v1/D16-1122,DOI,1651
2952304124,MAG,1759
10.1145/97924.97933,DOI,2752
journals/jal/FeinbergP89,DBLP,525
10.1007/978-3-642-31594-7_27,DOI,732
2060983467,MAG,943
10.1145/108844.108998,DOI,2742
6715405,PubMed,2379
43911965,CorpusId,2811
15770431,CorpusId,3290
10.4230/LIPIcs.FSTTCS.2014.45,DOI,231
conf/stoc/GuruswamiKRSY99,DBLP,803
conf/uist/BellF00,DBLP,2653
15190311,PubMed,1379
journals/tocs/OlshefskiNA04,DBLP,3122
2030470092,MAG,929
10003750,PubMedCentral,2895
conf/cvpr/VermaMSN12,DBLP,683
conf/ismar/ButzHFMB99,DBLP,2668
49524201,CorpusId,1607
10.1103/PhysRevLett.95.171803,DOI,1345
10.1007/978-3-540-73133-7,DOI,1821
10.48550/arXiv.2212.06079,DOI,3700
conf/icwsm/ChaneyB12,DBLP,1748
2071604260,MAG,2806
2139035750,MAG,3082
14161431,CorpusId,3036
10.1145/2840728.2840752,DOI,222
6945875,CorpusId,3460
2004087619,MAG,17
254067026,CorpusId,2164
204261080,MAG,3496
3015,CorpusId,751
2110.04450,ArXiv,2422
10.1109/DCC.1999.755661,DOI,402
conf/lisa/PotterN05,DBLP,3112
2130632226,MAG,2088
17295574,CorpusId,3156
29589791,CorpusId,511
10.1016/S0003-3472(81)80172-8,DOI,3353
conf/colt/PapadimitriouV15,DBLP,220
21486780,PubMed,2979
10236656,CorpusId,1747
2952927655,MAG,1668
conf/icwsm/BeckerCING11,DBLP,24
10657418,CorpusId,3402
10.1109/VRAIS.1993.380798,DOI,2716
9633588,PubMedCentral,3175
conf/ipco/AdlerPR14,DBLP,226
10.1145/234533.234534,DOI,3506
940617,CorpusId,1778
26732954,CorpusId,2696
conf/focs/LivnatPRVW14,DBLP,240
10.1086/284104,DOI,3348
1983857523,MAG,2507
10.1080/01621459.2022.2102503,DOI,1541
0710.5582,ArXiv,305
2105421658,MAG,3571
75291,CorpusId,228
10.1109/TII.2019.2957145,DOI,1882
conf/stoc/ChenPY13,DBLP,735
2075634286,MAG,914
202776342,CorpusId,172
2031323309,MAG,471
10.1162/tacl_a_00487,DOI,1529
18132921,CorpusId,1779
0912.0715,ArXiv,1180
4292833,PubMedCentral,2199
2119521284,MAG,473
14584367,CorpusId,1803
8193150,PubMed,2887
10.48550/arXiv.2306.12497,DOI,1514
19594632,PubMed,2837
2044831893,MAG,478
2396422,CorpusId,586
47020495,CorpusId,711
20021625,CorpusId,2890
10.1073/pnas.1307071110,DOI,3277
8385686,PubMed,2336
2037537012,MAG,15
214193314,CorpusId,966
2009152634,MAG,3583
8004062,PubMed,2327
1996592518,MAG,3297
2068404257,MAG,2375
15604035,CorpusId,3474
10.1007/BF02214165,DOI,3331
236429161,CorpusId,3004
2963267993,MAG,1721
45853491,CorpusId,833
245469357,CorpusId,1872
10.1145/167088.167172,DOI,844
conf/wafr/2022,DBLP,2997
1523174268,MAG,286
52096878,CorpusId,3023
10.1371/journal.pone.0013635,DOI,3289
conf/jcdl/McKeownCCFFGHJJKKPT01,DBLP,2645
2023711088,MAG,1968
2195586037,MAG,2396
journals/ipl/BanJPPR19,DBLP,173
conf/stoc/YannakakisL91,DBLP,864
16320846,CorpusId,1724
2596339389,MAG,3242
conf/icc/LiN02,DBLP,3139
journals/jacm/AfratiP93,DBLP,478
16486437,PubMed,1361
1593787329,MAG,842
conf/nips/HoulsbyB14,DBLP,1697
8166057,PubMed,654
conf/vr/HeLMKF21,DBLP,2420
10.1109/VR.2019.8798312,DOI,2428
10.1101/2022.07.18.500246,DOI,2904
conf/amcc/DearKTC16,DBLP,1033
13906479,CorpusId,2966
2055825234,MAG,261
conf/mfcs/Yannakakis12,DBLP,733
10.1287/opre.28.5.1086,DOI,615
journals/spe/Stroustrup82,DBLP,3670
10.48550/arXiv.2212.09184,DOI,2910
journals/talg/SteinZ20,DBLP,3392
229412748,CorpusId,1558
2165170675,MAG,1180
1507.02351,ArXiv,216
conf/mswim/MilosevicYVTZFBR13,DBLP,679
2037581684,MAG,82
3111865597,MAG,3726
10.4230/LIPIcs.STACS.2019.31,DOI,186
journals/teco/OthmanPR16,DBLP,239
5115852,CorpusId,3146
2953109700,MAG,3409
255415089,CorpusId,2779
254275276,CorpusId,3693
207890767,CorpusId,2936
24705259,CorpusId,1240
957028,CorpusId,3107
10.1038/s41598-023-28782-y,DOI,3168
14983110,CorpusId,3570
journals/corr/abs-1906-04072,DBLP,1570
2293755438,MAG,215
32382409,CorpusId,2481
10.1016/S0920-5489(97)00013-5,DOI,2682
2133219328,MAG,690
10.1145/800224.806805,DOI,2770
96282607,MAG,34
10.1016/j.eswa.2007.07.026,DOI,2040
24470962,CorpusId,2793
1958025294,MAG,2528
11516227,CorpusId,2619
1976434453,MAG,2499
2040579873,MAG,855
10.1109/SFCS.1980.27,DOI,934
journals/orl/OrlinS93,DBLP,3524
2294284203,MAG,13
conf/icmcs/NiehL97,DBLP,3156
15224205,CorpusId,3488
36329147,PubMed,3175
2086534040,MAG,1987
17735271,CorpusId,3321
D19-1468,ACL,5
10.1177/027836499000900102,DOI,511
10.1165/RCMB.2006-0375OC,DOI,2249
216619630,CorpusId,1563
2092535137,MAG,2260
2006772093,MAG,926
19885434,CorpusId,831
27036091,PubMed,2194
10.1007/s42991-022-00319-2,DOI,3178
2103224511,MAG,49
conf/coco/Papadimitriou96,DBLP,444
10.1145/3249238,DOI,55
245634630,CorpusId,667
10.5555/2567709.2567739,DOI,680
1179184,CorpusId,3240
221635528,CorpusId,967
2091254169,MAG,3487
1485602485,MAG,3434
20364212,CorpusId,2850
36039647,CorpusId,3643
conf/hipc/Papadimitriou04,DBLP,343
1713257,CorpusId,220
journals/corr/abs-2306-00198,DBLP,1519
conf/concur/Papadimitriou05,DBLP,339
205255195,CorpusId,2941
16713209,CorpusId,843
journals/corr/abs-2206-13217,DBLP,695
53649117,MAG,118
10.1109/SENSOR.2005.1497493,DOI,2083
10.1007/978-3-642-04645-2_2,DOI,746
2784805535,MAG,3230
10.1016/j.tcs.2005.09.022,DOI,772
10.1007/3-540-45647-3_18,DOI,3475
8268905,CorpusId,2541
2744726626,MAG,1635
journals/candie/GenC09,DBLP,2037
10.1007/BF01940643,DOI,492
2022529231,MAG,2013
35563204,PubMed,2161
10.1145/3249083,DOI,2512
conf/nips/VondrickPT16,DBLP,3760
3004039831,MAG,3015
journals/ploscb/MalinaCK22,DBLP,2912
10.1109/DCC.2002.1000004,DOI,3141
conf/tei/MannFHAJHB15,DBLP,2466
2110824457,MAG,1962
16411311,CorpusId,2960
conf/aaai/FeinerLMP91,DBLP,2723
1557331417,MAG,1350
journals/ipl/HoneymanLY80,DBLP,933
259991495,CorpusId,1513
10.1089/CMB.1995.2.307,DOI,3511
62877925,CorpusId,2056
3094040572,MAG,3727
0805.2614,ArXiv,1267
2151033164,MAG,757
45439348,CorpusId,2284
1554037,CorpusId,47
2912303562,MAG,3068
conf/isaac/DengP97,DBLP,433
1992284791,MAG,2034
2306.00198,ArXiv,1519
7944636,PubMed,2319
32947780,CorpusId,1486
2128756912,MAG,58
2987056669,MAG,934
2514838290,MAG,1938
3197201891,MAG,1878
2151555965,MAG,3070
2775299189,MAG,3236
10.1145/103418.103446,DOI,858
10.1145/1622176.1622217,DOI,2539
1710.08880,ArXiv,3241
2025079043,MAG,860
conf/icml/WilliamsonWHB10,DBLP,1785
255444964,CorpusId,2816
journals/corr/abs-2212-00912,DBLP,3690
241431048,CorpusId,958
10.1145/762483.762484,DOI,3134
conf/jcdl/IpeirotisBG02,DBLP,80
2108680538,MAG,3044
257044605,CorpusId,954
2151359428,MAG,400
2914817336,MAG,177
journals/corr/abs-2109-11990,DBLP,1539
10.1137/S0895480194279057,DOI,3493
886193,CorpusId,3412
6331859,CorpusId,403
15600991,PubMed,1368
1506.07504,ArXiv,1680
11278127,CorpusId,2504
2988836825,MAG,3392
13156740,CorpusId,1856
2095761776,MAG,619
10.1145/1077534.1077536,DOI,2609
17630731,CorpusId,2757
1505648921,MAG,306
journals/corr/abs-1905-00850,DBLP,3387
5864838,CorpusId,1767
1588415355,MAG,338
1484650108,MAG,2723
S07-1059,ACL,1833
10.1016/j.geb.2013.08.009,DOI,264
155906615,MAG,3566
2963855717,MAG,716
conf/icsm/KumarSS12a,DBLP,3549
10.1073/pnas.0803596105,DOI,291
236476903,CorpusId,723
9575935,CorpusId,478
2951560214,MAG,1680
83126680,CorpusId,2799
10.1109/CVPR.2017.319,DOI,3752
1362725,CorpusId,392
1973723007,MAG,890
2086372,CorpusId,2147
2096116682,MAG,653
conf/ismar/LuDF12,DBLP,2494
conf/vr/GoetschelSRHONM21,DBLP,2423
2776098705,MAG,3219
2139385756,MAG,2977
10.1007/s11129-021-09241-2,DOI,1573
10.1103/PhysRevLett.102.161801,DOI,1217
10.1016/0014-5793(80)81302-0,DOI,2397
2307.05663,ArXiv,3680
journals/ior/PapadimitriouS78,DBLP,633
2155737120,MAG,47
1489326036,MAG,129
10.1007/978-3-319-57586-5_39,DOI,187
1782148749,MAG,3563
10.1145/263690.263791,DOI,115
2062618908,MAG,434
22210446,CorpusId,2501
2125261539,MAG,1716
conf/wea/Papadimitriou05,DBLP,333
259164511,CorpusId,3677
conf/ipco/AsgeirssonBPPSW04,DBLP,3462
10.1037/a0017808,DOI,1779
10.1109/ICDE.2003.1260850,DOI,67
2635677,CorpusId,3247
journals/corr/abs-1809-05082,DBLP,3401
7458179,CorpusId,734
1304.4279,ArXiv,1099
conf/focs/DaskalakisP08,DBLP,287
25104710,MAG,3483
10.1101/2022.06.08.495292,DOI,2913
2058323439,MAG,2012
1806.07043,ArXiv,1073
2044757931,MAG,2828
conf/isit/FeldmanMSSW04,DBLP,3463
41779280,CorpusId,3481
30538389,CorpusId,2352
10.1016/j.cie.2018.05.006,DOI,1911
2780775,CorpusId,239
10.1145/276698.276865,DOI,420
2123052937,MAG,2144
52125003,CorpusId,3222
conf/sagt/FiatP10,DBLP,266
10.1080/10618600.2021.1923520,DOI,1615
2109652800,MAG,2798
10.1145/258533.258570,DOI,3495
10.1016/j.anbehav.2018.01.001,DOI,3221
1978775652,MAG,2822
10.1002/spe.564,DOI,3609
journals/siamcomp/Papadimitriou83,DBLP,581
10.1016/j.cie.2018.08.024,DOI,1915
14460335,CorpusId,338
2079473728,MAG,844
conf/vldb/HristidisGP03,DBLP,64
10.1109/ICDE.2005.91,DOI,50
10.1109/3DUI.2013.6550237,DOI,2488
10819442,CorpusId,534
9116343,CorpusId,3282
journals/tmi/KimKSKK11,DBLP,1009
10.1101/2023.07.31.551177,DOI,3169
journals/siamcomp/MitchellMP87,DBLP,543
conf/sigmod/AgichteinGV01,DBLP,88
2996468440,MAG,2179
62877784,CorpusId,2051
2065179596,MAG,2633
2804000869,MAG,3400
7353092,CorpusId,683
25087965,CorpusId,991
journals/jacm/Papadimitriou85,DBLP,563
2790381600,MAG,1075
10.1136/ard.50.3.147,DOI,2349
2130943454,MAG,2505
7922992,CorpusId,3517
5563069,CorpusId,1006
journals/jacm/MaierSY81,DBLP,920
10.1145/2741948.2741975,DOI,3033
35818448,PubMed,2909
journals/pnas/GopalanB13,DBLP,1733
18070962,PubMed,2248
journals/corr/abs-2303-02640,DBLP,1019
journals/corr/abs-2110-10804,DBLP,1552
10.1136/bjophthalmol-2021-320596,DOI,949
3783845,CorpusId,205
10985387,CorpusId,1368
2964306,PubMedCentral,3289
29882130,CorpusId,2626
209401740,CorpusId,882
10.1002/spe.4380121103,DOI,3670
10.1145/3007787.3001169,DOI,3031
conf/mm/SandorBOTF04,DBLP,2604
10.1145/322344.322349,DOI,594
33265870,PubMed,182
10.1007/s00291-007-0120-5,DOI,2056
1777518368,MAG,1216
25192044,PubMed,2962
52887444,CorpusId,3499
2103507,CorpusId,1648
10.1016/j.cie.2015.11.023,DOI,1939
2068044097,MAG,937
247504175,CorpusId,1873
37341646,PubMed,2160
1850515838,MAG,2973
198485826,CorpusId,1888
journals/debu/GravanoIJKMPS01,DBLP,91
conf/swat/Papadimitriou16,DBLP,203
6522068,CorpusId,439
journals/jmlr/Verma13,DBLP,680
10.1042/BJ1860669,DOI,2398
2042503324,MAG,2802
14797449,CorpusId,1826
10.1109/CDC.1985.268670,DOI,568
conf/nips/KucukelbirRGB15,DBLP,1688
10.1016/j.nima.2018.07.028,DOI,1075
4870948,CorpusId,2194
53168120,CorpusId,3355
10.1038/nature22038,DOI,2941
10.1007/978-3-540-77105-0_4,DOI,307
conf/vr/KapriRF11,DBLP,2516
5569822,CorpusId,371
conf/sigcomm/AkellaSKSP02,DBLP,380
36135596,CorpusId,3495
2144807091,MAG,799
10.1042/BST0170460,DOI,2361
10.1145/800076.802490,DOI,929
53039905,CorpusId,1915
2054413052,MAG,2808
10.1128/IAI.67.5.2312-2318.1999,DOI,2291
10.1145/192161.192287,DOI,2710
61246126,CorpusId,3541
10.1145/1166253.1166277,DOI,2575
22920495,PubMed,2807
journals/cacm/Papadimitriou12,DBLP,242
10.1007/3-540-46014-4_1,DOI,368
1963653830,MAG,2322
1992876208,MAG,880
6007543,PubMedCentral,3242
10.1016/j.cie.2008.09.019,DOI,2033
conf/sp/LiLGNH21,DBLP,3008
1497277914,MAG,549
2781901288,MAG,3330
2908455715,MAG,1897
3129918,CorpusId,46
2964259006,MAG,1571
1994811622,MAG,1010
1748944356,MAG,2016
2563531440,MAG,1651
10.1007/s10707-015-0235-9,DOI,2468
1579332165,MAG,1381
2053846587,MAG,809
19967367,CorpusId,2375
2138671980,MAG,2596
10.1145/3307334.3332163,DOI,3014
195298465,CorpusId,165
hep-ex/0604046,ArXiv,1324
2108454571,MAG,2625
1607.06509,ArXiv,720
conf/sg/MendezFS10,DBLP,2518
5060538,CorpusId,2431
248676336,CorpusId,3183
907004,CorpusId,385
2810914749,MAG,981
10.1145/2591971.2592003,DOI,3038
conf/isaac/PapadimitriouRR95,DBLP,456
2789420638,MAG,2186
2129541548,MAG,136
journals/corr/abs-1209-6004,DBLP,1744
8982038,PubMed,2304
conf/uist/ElvezioLLF18,DBLP,2439
2200578690,MAG,2566
10.1007/BF01585872,DOI,3490
conf/uist/BeshersF89,DBLP,2757
35698723,CorpusId,388
18627690,CorpusId,2212
10.1007/11516798_1,DOI,778
10.1145/103418.103425,DOI,3527
13026034,CorpusId,382
cs/9910013,ArXiv,412
conf/tacas/GodefroidY13,DBLP,726
10.1023/B:GLYC.0000014080.95829.52,DOI,2867
9699339,CorpusId,3436
36519254,CorpusId,525
13702996,CorpusId,2831
2074238760,MAG,2835
2250814647,MAG,1980
1965068705,MAG,2878
10.1145/375663.375774,DOI,88
143424096,CorpusId,3387
3030077412,MAG,2923
10.1103/PhysRevLett.99.182001,DOI,1429
journals/jcse/DechevMS08,DBLP,3583
68251567,CorpusId,1897
journals/jmlr/PaisleyBJ12,DBLP,1758
10.1080/095119298130589,DOI,2127
32302348,PubMed,3205
2612092426,MAG,3450
2950152545,MAG,1674
conf/chi/BlaskoNF06,DBLP,2574
journals/cga/EncarnacaoFBFG94,DBLP,2708
9704062,PubMed,2297
545946,CorpusId,3569
21517371,PubMed,1133
10.1358/DNP.2007.20.7.1149628,DOI,2847
10.1038/ncomms9016,DOI,2955
10.1007/978-3-540-92182-0_6,DOI,288
231623351,CorpusId,3198
journals/corr/abs-2111-10493,DBLP,3712
7091938,CorpusId,202
conf/www/KouroupasKPS05,DBLP,337
2738136547,MAG,3752
3045464143,MAG,1581
10.1007/11945529_11,DOI,3598
10.2139/ssrn.4332086,DOI,2892
254764895,CorpusId,2901
2163994161,MAG,3089
2056531976,MAG,2762
conf/sigecom/CaiP14,DBLP,227
2804985110,MAG,1598
10.1109/JCDL.2014.6970222,DOI,16
2004.12926,ArXiv,225
263779759,CorpusId,757
28313803,CorpusId,1633
10.5244/C.26.80,DOI,3775
868535,CorpusId,1861
10.1109/FOCS.2008.54,DOI,292
2025441317,MAG,1828
2775657627,MAG,3406
conf/ismar/2014mashd,DBLP,2477
10.1109/59.910794,DOI,2116
conf/nips/HoffmanBB10,DBLP,1781
journals/ijcisys/ChienL14,DBLP,1964
10.1109/TVCG.2013.241,DOI,2476
2308.05118,ArXiv,2899
2128404915,MAG,2692
46940758,CorpusId,710
7607847,CorpusId,3753
10.1145/588058.588096,DOI,579
10.1145/1963405.1963409,DOI,257
2004223963,MAG,3282
2028254024,MAG,2314
9352566,CorpusId,106
18684969,PubMed,2842
10.1007/s00291-006-0062-3,DOI,2071
11072810,CorpusId,2660
2135108322,MAG,726
1561106891,MAG,614
6412143,CorpusId,2443
2571155720,MAG,1028
conf/siggraph/SeligmannF91,DBLP,2743
9383010,CorpusId,3297
10.1007/3-540-57568-5_271,DOI,484
7875873,CorpusId,783
conf/dgo/AmbiteAGHHKPRSSW00,DBLP,96
10.1159/000083236,DOI,2863
1905.12793,ArXiv,1585
11400398,CorpusId,3028
conf/c++/Stroustrup87b,DBLP,3640
10.1145/1734263.1734427,DOI,3063
10.1007/978-3-540-92185-1,DOI,300
1206.4665,ArXiv,1750
10.1287/moor.10.2.280,DOI,892
conf/cikm/0002GD15,DBLP,14
221655061,CorpusId,700
conf/dcoss/Papadimitriou05,DBLP,328
conf/agents/XieRS01,DBLP,3476
1998918165,MAG,2360
2110052743,MAG,810
conf/esop/Stroustrup12,DBLP,3551
2062221600,MAG,887
2963264509,MAG,1648
conf/swat/HepnerS02,DBLP,3472
10.1109/TPAMI.2019.2901464,DOI,3738
262526827,CorpusId,1488
1984280364,MAG,823
2854568,PubMed,2367
2951031060,MAG,204
conf/nips/WangBC21,DBLP,1511
2018044965,MAG,459
1997147068,MAG,290
43152057,CorpusId,3641
10.1103/PhysRevLett.95.151801,DOI,1340
12300430,CorpusId,3047
15228278,CorpusId,2552
conf/vvg/Feiner03,DBLP,2626
2097247949,MAG,2520
conf/usenix/CapritaCNSZ05,DBLP,3460
28521890,CorpusId,3252
2211167279,MAG,235
10.1016/J.RESCONREC.2019.01.015,DOI,1889
conf/sigcse/DallN14,DBLP,3037
29628372,PubMed,3225
2146942245,MAG,3578
2303.08128,ArXiv,3685
41583879,CorpusId,522
10.1016/j.ophtha.2011.07.051,DOI,1007
10.1145/335168.335210,DOI,391
2469759218,MAG,1932
10.1103/PhysRevLett.92.221801,DOI,1387
journals/corr/abs-2204-12363,DBLP,3702
30689492,CorpusId,2278
conf/cvpr/MaoTSMYWV23,DBLP,3697
16964497,PubMed,3308
9214301,CorpusId,1746
10.1109/SFCS.1995.492479,DOI,827
59413815,CorpusId,674
conf/ismir/HoffmanBC09,DBLP,1812
10.1073/pnas.0910734106,DOI,263
conf/pods/PapadimitriouRTV98,DBLP,422
263896220,CorpusId,2638
10.1145/2601327,DOI,731
250926029,CorpusId,2906
2128110000,MAG,1168
11839727,CorpusId,2553
10.1145/147130.147141,DOI,3162
2107.02318,ArXiv,3382
10.1007/978-3-540-31980-1_17,DOI,770
696058,CorpusId,3029
conf/stoc/PhillipsSTW97,DBLP,3495
1990480988,MAG,626
10.1145/3465456.3467616,DOI,159
conf/innovations/PapadimitriouP16,DBLP,202
363248,CorpusId,944
10.1214/17-BA1090,DOI,1671
conf/sac/PirkelbauerPMS08,DBLP,3578
journals/corr/abs-2108-02189,DBLP,161
10.1109/tvcg.2016.2520167,DOI,2448
3205689,CorpusId,143
42010812,CorpusId,2015
2809175018,MAG,1073
10.1101/2022.10.25.513785,DOI,2897
14290677,CorpusId,2222
10.1145/347090.347091,DOI,392
16192346,CorpusId,1819
10.48550/arXiv.2307.05663,DOI,3680
1421055,PubMed,2341
10.1007/BF01210304,DOI,2328
3917861,PubMed,2377
2165599843,MAG,1781
10524353,CorpusId,1900
journals/siamcomp/PapadimitriouS77,DBLP,635
1679223795,MAG,269
2049605999,MAG,3278
5696802,PubMedCentral,985
10.3899/jrheum.121285,DOI,2213
1670737,CorpusId,828
10122485,CorpusId,2599
18887803,CorpusId,901
218581891,CorpusId,1557
235097238,CorpusId,1
29611278,PubMed,3231
10.1109/AVSS.2011.6027400,DOI,3778
16564769,CorpusId,214
journals/tvcg/LiuETF21,DBLP,2418
34789748,PubMed,952
2305.03052,ArXiv,3679
journals/dagstuhl-reports/ChienEFM16,DBLP,1934
260478661,CorpusId,398
9180960,CorpusId,3073
27328876,CorpusId,573
10.1093/rheumatology/kead007,DOI,2159
conf/edbt/0002SGG15,DBLP,13
10.1109/ISORC.2010.10,DOI,3559
1977823909,MAG,335
2944873309,MAG,2588
15602429,CorpusId,1300
40068433,CorpusId,870
journals/candie/JamrusWC20,DBLP,1883
2087746279,MAG,3500
9322305,CorpusId,329
1965915487,MAG,556
journals/corr/abs-2307-07849,DBLP,1515
2148111240,MAG,1816
10835766,CorpusId,2492
926667,CorpusId,1242
1996895118,MAG,3355
253761353,CorpusId,3692
207780429,CorpusId,3390
3025924799,MAG,968
conf/3dui/WhiteFF09,DBLP,2530
2888559688,MAG,1905
250015778,CorpusId,2999
2889384527,MAG,2436
conf/hase/CookSP07,DBLP,3594
1599144337,MAG,1300
3033085,CorpusId,59
