paper_id,title,abstract,date_published,url
2594,VITA: visual interaction tool for archaeology (demo),"VITA (Visual Interaction Tool for Archaeology) is an experimental collaborative mixed reality system for offsite visualization of an archaeological dig. Our demonstration of VITA allows multiple users to visualize the dig site in a mixed reality environment in which tracked, see-through, head-worn displays are combined with a multi-user, multi-touch, projected table surface, a large screen display, and tracked hand-held displays. VITA augments existing archaeological analysis methods with new ways to organize, visualize, and combine the standard 2D information available from an excavation (drawings, pictures, and notes) with textured, laser range-scanned 3D models of objects and the site itself. Users can combine speech, touch, and 3D hand gestures to interact multimodally with the environment.",2004-10-15,https://www.semanticscholar.org/paper/261c983b2d9f625b1bc582458a468605a1432684,ACM SIGMM workshop on Experiential Telepresence
3695,RESIN-11: Schema-guided Event Prediction for 11 Newsworthy Scenarios,"We introduce RESIN-11, a new schema-guided event extraction&prediction framework that can be applied to a large variety of newsworthy scenarios. The framework consists of two parts: (1) an open-domain end-to-end multimedia multilingual information extraction system with weak-supervision and zero-shot learningbased techniques. (2) schema matching and schema-guided event prediction based on our curated schema library. We build a demo website based on our dockerized system and schema library publicly available for installation (https://github.com/RESIN-KAIROS/RESIN-11). We also include a video demonstrating the system.",,https://www.semanticscholar.org/paper/396833983f6d7d77957e12c3839e5da05feb053a,North American Chapter of the Association for Computational Linguistics
310,Progress in approximate nash equilibria,"It is known [5] that an additively ε-approximate Nash equilibrium (with supports of size at most two) can be computed in polynomial time in any 2-player game with ε=.5. It is also known that no approximation better than .5 is possible unless equilibria with support larger than logn are considered, where n is the number of strategies per player. We give a polynomial algorithm for computing an ε-approximate Nash equilibrium in 2-player games with ε ≈ .38; our algorithm computes equilibria with arbitrarily large supports.",2007-06-11,https://www.semanticscholar.org/paper/a7699857f899a3d4e1c1df679a8ec669cbe63618,ACM Conference on Economics and Computation
635,On the Complexity of Local Search for the Traveling Salesman Problem,"It is shown that, unless $P = NP$, local search algorithms for the traveling salesman problem having polynomial time complexity per iteration will generate solutions arbitrarily far from the optimal.",1977-03-01,https://www.semanticscholar.org/paper/051d2d7cea8d57eca321d6536ece2b69700a49c3,SIAM journal on computing (Print)
935,Edge Dominating Sets in Graphs,"We prove that the edge dominating set problem for graphs is $NP$-complete even when restricted to planar or bipartite graphs of maximum degree 3. We show as a corollary that the minimum maximal matching and the achromatic number problems are $NP$-complete. A new linear time algorithm for finding minimum independent edge dominating sets in trees is described, based on an observed relationship between edge dominating sets and independent sets in total graphs.",1980-06-01,https://www.semanticscholar.org/paper/ab9d650ea2e999306b207ddbb990f5346376555c,
2450,Engaging hospitalized patients in clinical care: Study protocol for a pragmatic randomized controlled trial.,,2016-03-01,https://www.semanticscholar.org/paper/1bc99006152c2ea96b98de23a6926cf96e5bf3e5,Contemporary Clinical Trials
77,Query- vs. Crawling-based Classification of Searchable Web Databases.,"The World-Wide Web is one of the main channels through which people currently exchange information. Unfortunately, this information is not characterized in a way that would make its semantics readily understandable by computers, which complicates building value-added services on top of the existing information. An ambitious effort that aims to facilitate the development of such services is the so-called “Semantic Web.” According to Berners-Lee et al. [1]:",,https://www.semanticscholar.org/paper/3d15b09f8c1117157a7263830210c36ae2281124,
2534,Interference avoidance in multi-user hand-held augmented reality,"In a multi-user augmented reality application for a shared physical environment, it is possible for users to interfere with each other. For example, in a multi-player game in which each player holds a display whose tracked position and orientation affect the outcome, one player may physically block another player's view or physically contact another player. We explore software techniques intended to avoid such interference. These techniques modify what a user sees or hears, and what interaction capabilities they have, when their display gets too close to another user's display. We present Redirected Motion, an effective, yet nondistracting, interference avoidance technique for hand-held AR, which transforms the 3D space in which the user moves their display, to direct the display away from other displays. We conducted a within-subject, formal user study to evaluate the effectiveness and distraction level of Redirected Motion compared to other interference avoidance techniques. The study is based on an instrumented, two-player, first-person-shooter, augmented reality game, in which each player holds a 6DOF-tracked ultra-mobile computer. Comparison conditions include an unmanipulated control condition and three other software techniques for avoiding interference: dimming the display, playing disturbing sounds, and disabling interaction capabilities. Subjective evaluation indicates that Redirected Motion was unnoticeable, and quantitative analysis shows that the mean distance between users during Redirected Motion was significantly larger than for the comparison conditions.",2009-10-19,https://www.semanticscholar.org/paper/628c1ade689ced145d22e262cf832d1882dce392,2009 8th IEEE International Symposium on Mixed and Augmented Reality
1158,Measurement of the WW Production Cross Section with Dilepton Final States in p p Collisions at ffiffi s p 1⁄4 1 : 96 TeV and Limits on Anomalous Trilinear Gauge Couplings,"V.M. Abazov, B. Abbott, M. Abolins, B. S. Acharya, M. Adams, T. Adams, E. Aguilo, M. Ahsan, G.D. Alexeev, G. Alkhazov, A. Alton,* G. Alverson, G. A. Alves, L. S. Ancu, T. Andeen, M. S. Anzelc, M. Aoki, Y. Arnoud, M. Arov, M. Arthaud, A. Askew, B. Åsman, O. Atramentov, C. Avila, J. BackusMayes, F. Badaud, L. Bagby, B. Baldin, D.V. Bandurin, S. Banerjee, E. Barberis, A.-F. Barfuss, P. Bargassa, P. Baringer, J. Barreto, J. F. Bartlett, U. Bassler, D. Bauer, S. Beale, A. Bean, M. Begalli, M. Begel, C. Belanger-Champagne, L. Bellantoni, A. Bellavance, J. A. Benitez, S. B. Beri, G. Bernardi, R. Bernhard, I. Bertram, M. Besançon, R. Beuselinck, V.A. Bezzubov, P. C. Bhat, V. Bhatnagar, G. Blazey, S. Blessing, K. Bloom, A. Boehnlein, D. Boline, T. A. Bolton, E. E. Boos, G. Borissov, T. Bose, A. Brandt, R. Brock, G. Brooijmans, A. Bross, D. Brown, X. B. Bu, D. Buchholz, M. Buehler, V. Buescher, V. Bunichev, S. Burdin, T. H. Burnett, C. P. Buszello, P. Calfayan, B. Calpas, S. Calvet, J. Cammin, M.A. Carrasco-Lizarraga, E. Carrera, W. Carvalho, B. C. K. Casey, H. Castilla-Valdez, S. Chakrabarti, D. Chakraborty, K.M. Chan, A. Chandra, E. Cheu, D. K. Cho, S. Choi, B. Choudhary, T. Christoudias, S. Cihangir, D. Claes, J. Clutter, M. Cooke, W. E. Cooper, M. Corcoran, F. Couderc, M.-C. Cousinou, S. Crépé-Renaudin, V. Cuplov, D. Cutts, M. Ćwiok, A. Das, G. Davies, K. De, S. J. de Jong, E. De La Cruz-Burelo, K. DeVaughan, F. Déliot, M. Demarteau, R. Demina, D. Denisov, S. P. Denisov, S. Desai, H. T. Diehl, M. Diesburg, A. Dominguez, T. Dorland, A. Dubey, L. V. Dudko, L. Duflot, D. Duggan, A. Duperrin, S. Dutt, A. Dyshkant, M. Eads, D. Edmunds, J. Ellison, V. D. Elvira, Y. Enari, S. Eno, P. Ermolov, M. Escalier, H. Evans, A. Evdokimov, V.N. Evdokimov, G. Facini, A. V. Ferapontov, T. Ferbel, F. Fiedler, F. Filthaut, W. Fisher, H. E. Fisk, M. Fortner, H. Fox, S. Fu, S. Fuess, T. Gadfort, C. F. Galea, A. Garcia-Bellido, V. Gavrilov, P. Gay, W. Geist, W. Geng, C. E. Gerber, Y. Gershtein, D. Gillberg, G. Ginther, B. Gómez, A. Goussiou, P. D. Grannis, S. Greder, H. Greenlee, Z. D. Greenwood, E.M. Gregores, G. Grenier, Ph. Gris, J.-F. Grivaz, A. Grohsjean, S. Grünendahl, M.W. Grünewald, F. Guo, J. Guo, G. Gutierrez, P. Gutierrez, A. Haas, N. J. Hadley, P. Haefner, S. Hagopian, J. Haley, I. Hall, R. E. Hall, L. Han, K. Harder, A. Harel, J.M. Hauptman, J. Hays, T. Hebbeker, D. Hedin, J. G. Hegeman, A. P. Heinson, U. Heintz, C. Hensel, I. Heredia-De La Cruz, K. Herner, G. Hesketh, M.D. Hildreth, R. Hirosky, T. Hoang, J. D. Hobbs, B. Hoeneisen, M. Hohlfeld, S. Hossain, P. Houben, Y. Hu, Z. Hubacek, N. Huske, V. Hynek, I. Iashvili, R. Illingworth, A. S. Ito, S. Jabeen, M. Jaffré, S. Jain, K. Jakobs, D. Jamin, C. Jarvis, R. Jesik, K. Johns, C. Johnson, M. Johnson, D. Johnston, A. Jonckheere, P. Jonsson, A. Juste, E. Kajfasz, D. Karmanov, P. A. Kasper, I. Katsanos, V. Kaushik, R. Kehoe, S. Kermiche, N. Khalatyan, A. Khanov, A. Kharchilava, Y. N. Kharzheev, D. Khatidze, T. J. Kim, M.H. Kirby, M. Kirsch, B. Klima, J.M. Kohli, J.-P. Konrath, A.V. Kozelov, J. Kraus, T. Kuhl, A. Kumar, A. Kupco, T. Kurča, V. A. Kuzmin, J. Kvita, F. Lacroix, D. Lam, S. Lammers, G. Landsberg, P. Lebrun, W.M. Lee, A. Leflat, J. Lellouch, J. Li, L. Li, Q. Z. Li, S.M. Lietti, J. K. Lim, D. Lincoln, J. Linnemann, V.V. Lipaev, R. Lipton, Y. Liu, Z. Liu, A. Lobodenko, M. Lokajicek, P. Love, H. J. Lubatti, R. Luna-Garcia,34,xA.L. Lyon, A.K.A. Maciel, D. Mackin, P. Mättig, A. Magerkurth, P. K. Mal, H. B. Malbouisson, S. Malik, V. L. Malyshev, Y. Maravin, B. Martin, R. McCarthy, C. L. McGivern, M.M. Meijer, A. Melnitchouk, L. Mendoza, D. Menezes, P. G. Mercadante, M. Merkin, K.W. Merritt, A. Meyer, J. Meyer, J. Mitrevski, R.K. Mommsen, N.K. Mondal, R.W. Moore, T. Moulik, G. S. Muanza, M. Mulhearn, O. Mundal, L. Mundim, E. Nagy, M. Naimuddin, M. Narain, H. A. Neal, J. P. Negret, P. Neustroev, H. Nilsen, H. Nogima, S. F. Novaes, T. Nunnemann, G. Obrant, C. Ochando, D. Onoprienko, J. Orduna, N. Oshima, N. Osman, J. Osta, R. Otec, G. J. Otero y Garzón, M. Owen, M. Padilla, P. Padley, M. Pangilinan, N. Parashar, S.-J. Park, S. K. Park, J. Parsons, R. Partridge, N. Parua, A. Patwa, G. Pawloski, B. Penning, M. Perfilov, K. Peters, Y. Peters, P. Pétroff, R. Piegaia, J. Piper, M.-A. Pleier, P. L.M. Podesta-Lerma,34,k V.M. Podstavkov, Y. Pogorelov, M.-E. Pol, P. Polozov, A.V. Popov, C. Potter, W. L. Prado da Silva, S. Protopopescu, J. Qian, A. Quadt, B. Quinn, A. Rakitine, M. S. Rangel, K. Ranjan, P. N. Ratoff, P. Renkel, P. Rich, M. Rijssenbeek, I. Ripp-Baudot, F. Rizatdinova, S. Robinson, R. F. Rodrigues, M. Rominsky, C. Royon, P. Rubinov, R. Ruchti, G. Safronov, G. Sajot, A. Sánchez-Hernández, PRL 103, 191801 (2009) P HY S I CA L R EV I EW LE T T E R S week ending 6 NOVEMBER 2009",,https://www.semanticscholar.org/paper/7575247c49d470823d2e802973f73a513c83fdd1,
622,Bounds for sorting by prefix reversal,,,https://www.semanticscholar.org/paper/2bfc23fef4a712b943098f15c0505041af996d87,Discrete Mathematics
3357,Behavioural ecology of island feral horses,"Resume 
Dans la population equine de l‘ile de Shacklesford Banks au large de la cote est est USA, des changements majeurs de l'organisation sociale sont apparus. Au lieu de vivre classiquement en harems occupant des territoires se “chevauchant”, on s'est rendu compte que certains harems defendaient leur territoire et meme que certains chevaux n'appartenaient meme pas a des groupes fixes. L'existence de ces variations sociales semble etre due a l'habitat et aux caracteristiques geographiques uniques de l’ile. Les territoires, dont les limites couraient le long de l‘ile, n'existaient que la ou celle-ci est etroite, la visibilite non obstruee et ou les principales zones de vegetation courent le long de l'axe principal de l’ile. Ce n'est qu‘a ces endroits que les difficultes de defense etaient reduites et les posibilites de se nourrir et d'assurer la garde pour les mâles etaient superieures. Dans les zones de hautes dunes de sable et de foret epaisse, des assemblages provisoires ont ete observes et des harems sans territoire fixe occupaient les zones semi-ouvertes accidentees avec des mâles celibataires. 
 
Une fois les territoires defendus, de nombreux aspects des relations sociales individuelles changent. Les etalons a territoire ont moins tendance a influencer les activites quotidiennes de leurs groupes et plus a s'occuper de leurs femelles dominantes et a regrouper leurs femelles subordonnees que les etalons sans territoire. De plus, les distances individuelles sont generalement plus grandes entre animaux vivant dans des harems territoriaux par opposition a des harems non territoriaux. 
 
Zusammenfassung 
Bei einer Pferdepopulation auf Shacklesford Banks, einer Insel vor der amerikanischen Ostkuste, haben sich grosere soziale Organisationsveranderungen ereignet. Anstatt in den typischen Harems in sich uberschneidenden Heimatgebieten zu leben, wurde festgestellt, das einige Harems ihre Territorien verteidigten und einige Pferde noch nicht einmal in festen Gruppen lebten. Das Bestehen dieser sozialen Variationen schien mit dem einzigartigen Lebensraum und den geographischen Besonderheiten der Insel in Zusammenhang zu stehen. Territorien, deren Grenzen uber die ganze Breite der Insel verliefen, gab es nur an den Stellen, wo die Insel schmal und die Sicht unbegrenzt war und wo die Vegetationszonen entlang der Langsachse der Insel verliefen. Nur hier waren die Schwierigkeiten der Verteidigung reduziert und die Ernahrung sowie die Moglichkeit der mannlichen Partnerbewachung besser. Wo die Sanddunen hoch und die Walder dicht waren, fanden zeitweise Zusammenschlusse statt, und nichtterritoriale Harems bewohnten zusammen mit den weibchenlosen Mannchen die uneinheitliche, halboffene Landschaft. Mit dem Beginn der Territoriumsverteidigung veranderten sich auch zahlreiche Aspekte der individuellen sozialen Verhaltnisse. Territoriale Hengste neigten weniger dazu, das tagliche Aktivitatsmuster ihrer Gruppe zu beeinflussen, und tendierten eher dazu, ihre dominanten Weibchen zu versorgen und zu pflegen und ihre untergeordneten Weibchen zusammenzutreiben als ihre nicht-territorialen Gegenstucke. Bei territorialen Harems wurden auch grosere Abstande zwischen den einzelnen Tieren beobachtet als bei nichtterritorialen. 
 
Summary 
In a horse population on Shackleford Banks, an island off the American east coast, major changes in social organisation have occurred. Instead of typically living in harems occupying overlapping home ranges, it was found that some harems defended territories and some horses did not even live in fixed membership groups. The existence of these social variations appeared to be correlated with the unique habitat and geographical features of the island. Territories, whose boundaries ran the width of the island, only occurred where the island was narrow, the visibility unrestricted and the essential vegetation zones ran along the island's long axis. Only here were the difficulties in defending reduced and feeding and male mate-guarding opportunities increased. Where the sand dunes were high and forest dense temporary assemblages occurred and non-territorial harems occupied the patchy semi-open area with the batchelor males. 
 
Once territories were defended many aspects of individual social relationships became altered. Territorial stallions were less likely to influence the daily activity patterns of their groups and more likely to groom their dominant females and round-up their subordinate females than were their non-territorial counterparts. In addition, interpersonal distances were likely to be greater among horses living in territorial, as opposed to nonterritorial, harems.",,https://www.semanticscholar.org/paper/bc9ed4dee967daba78301a63d349306748538ccb,
2434,Hatching for 3D prints: line-based halftoning for dual extrusion fused deposition modeling,,2018-05-03,https://www.semanticscholar.org/paper/5c5bc850bb55d80e3748126cf6bc88fb3fb75cfb,Computers & graphics
1068,Study of the Decay Bs0 âƒTM Ds(*)Ds(*),,,https://www.semanticscholar.org/paper/1d0f16b74312c025af62510d319c43bab6fafdbb,
1383,WIMP exclusion results from the CDMS experiment,In early 2000 CDMS set the most competitive exclusion limit for scalar-interaction WIMPs at the Stanford Underground Facility (SUF). A new search (CDMS II) is now commencing at the Deep-site Soudan Facility.,2003-05-01,https://www.semanticscholar.org/paper/0d2089d2d0a3b78635139ecd87be4539f75b82c0,
1033,The three-link nonholonomic snake as a hybrid kinodynamic system,"Motion planners often avoid the so-called singular configurations of a locomoting system because they can change a system's dynamics and cause it to incur unbounded input controller costs. However, such configurations can also allow a system to exhibit new modes of locomotion, which can be incorporated into previously established planning techniques. Here we take a nonholonomic kinematic system and present the formalism for representing it as a hybrid system taking advantage of the singular configuration and the associated dynamics. We show how to achieve the transition maps between the modes of operation by allowing actuated joints to become passive or locked, circumventing problems with unbounded constraint forces. This new model offers a new capability to take advantage of drift dynamics and rolling motions, which we demonstrate using a switching controller involving established kinematic techniques and preliminary dynamic maneuvers.",2016-07-06,https://www.semanticscholar.org/paper/d89d57cf06364b4740574c7d8b47493efffff13d,American Control Conference
1956,Inventory survival analysis for semiconductor memory manufacturing,"The high variety of and intermittent demand for semiconductor memory products frequently limits the use of forecast error normalization in estimating inventory. Inventory turnover is a practical performance indicator that is used to calculate the number of days for which a company retains inventory before selling a product. Although previous studies on inventory level settings have primarily applied information regarding demand variability and forecast error, few studies have investigated the inventory turnover for inventory decisions. Inventory turnover data are time scaled, suited for a small sample, and right censored to fit the input of survival analysis. In this study, a model in which inventory turnover and survival analysis were integrated was developed to estimate the production inventory survival function used to determine inventory level. Data analysis results based on real settings indicated the viability of using inventory survival analysis to determine semiconductor memory inventory level settings.",2014-12-07,https://www.semanticscholar.org/paper/441fa7fb9ed08e278268761d0e6aec4adff23714,Proceedings of the Winter Simulation Conference 2014
2108,A retrospective study of the development of theories of industrial engineering and its application in Taiwan,,,https://www.semanticscholar.org/paper/ad38744839fdfcc3c48038b07ab2e7c1ed59d413,
3433,An O(n5/2logn) algorithm for the Rectilinear Minimum Link-Distance Problem in three dimensions,,2009-07-01,https://www.semanticscholar.org/paper/c20973a4a4703b5cfbd9c92eca82228981bcd68e,Computational geometry
909,On notions of information transfer in VLSI circuits,"Several papers have recently dealt with techniques for proving area-time lower bounds for VLSI computation by “crossing sequence” methods. A number of natural questions are raised by these definitions. 1.Is the fooling set approach the most powerful way to get information-transfer-based lower bounds? We shall show it is not, and offer a candidate for the title “most powerful.” Of course, without a precise definition of “information transfer argument,” there could be other contenders. 2.Are the notions of the three papers cited equivalent? We shall exhibit certain inequivalences among the three notions, although open questions remain. However, we can resolve an open question of Papadimitriou and Sipser [PS] concerning the relationship between nondeterministic and deterministic communication complexity.",1983-12-01,https://www.semanticscholar.org/paper/b2027f32f45b30c810acf95bf2748eb064c3bb90,Symposium on the Theory of Computing
2624,Taking it to the streets: how virtual reality can change mobile computing,"Virtual reality has long been an indoor affair. Whether constrained by stationary computers ordisplays, or by the limitations of our tracking technologies, researchers typically build virtualenvironments that work within a single physical room or a portion of a room. Even distributedvirtual reality systems usually interconnect two or more such indoor spaces. Meanwhile, ascomputers grow ever smaller and faster, mobile computing is becoming an increasingly importantpart of our daily lives, accompanying us wherever we go, outdoors, as well as indoors.What will it take for virtual reality to move outdoors and finally see the light of day? And, whyshould we care? Within the virtual reality research community, work on augmented reality hasalready begun to explore outdoor environments-tracking using computer vision, gyroscopes,accelerometers, compasses, and GPS; and experimenting with (barely) wearable testbeds. I willdiscuss why virtual reality (especially in the form of augmented reality) and mobile computing are asynergistic combination, and will provide an overview of the research problems that must beaddressed for mobile augmented reality systems to play a major role in our future.Among the issues that I will review are overcoming physical and aesthetic barriers to mobilityand wearability; tracking and registration of heads, hands, bodies, and other objects; renderingvirtual objects in the real world; and developing sufficiently high quality displays. Equallyimportant is the design of head-tracked user interfaces that are well suited to mobility. Wearablesystems will need to support collaboration among mobile users, facile interaction with real andvirtual objects, and coordination across a wide range of heterogeneous displays and devices. Keyhere is the volatile nature of mobile interactions-users continually move into and out of thepresence of other users, devices, and objects, and rapidly change tasks. Furthermore, augmentedreality makes it possible for real and virtual objects to share the same display space, creating thepotential for a variety of visually confusing relationships as objects overlap and occlude each other.Avoiding these problems will require that the virtual world be redesigned and laid out on the fly, tomaintain desired visual relationships between virtual objects and other real and virtual objects.",2003-03-22,https://www.semanticscholar.org/paper/ad0dd2bff4744a367996843689710ba0bcae5da3,"IEEE Virtual Reality, 2003. Proceedings."
3505,Finding Real-Valued Single-Source Shortest Paths,,1996-06-03,https://www.semanticscholar.org/paper/2c7317e7bce5fd473b5eea232d1ffdd27429b0a5,Conference on Integer Programming and Combinatorial Optimization
3130,Thin Client Performance for Remote 3-D Image Display,"Several trends in biomedical computing are converging in a way that will require new approaches to telehealth image display. Image viewing is becoming an ""anytime, anywhere"" activity. In addition, organizations are beginning to recognize that healthcare providers are highly mobile and optimal care requires providing information wherever the provider and patient are. Thin-client computing is one way to support image viewing this complex environment. However little is known about the behavior of thin client systems in supporting image transfer in modern heterogeneous networks. Our results show that using thin-clients can deliver acceptable performance over conditions commonly seen in wireless networks if newer protocols optimized for these conditions are used.",,https://www.semanticscholar.org/paper/55bd56ec8241880b92972cbb2b59e2136a4cc745,American Medical Informatics Association Annual Symposium
3730,Learning to Learn Words from Visual Scenes,,2019-11-25,https://www.semanticscholar.org/paper/007ca8ca7a68451c32da034c72a06238434843c1,European Conference on Computer Vision
2346,Neutrophils isolated fromthesynovial fluid of patients withrheumatoid arthritis: priming and activationin vivo,,,https://www.semanticscholar.org/paper/a6dcabb73abcfe6a7111c970216059c0ced8da1e,
2147,Online Broadcasting with Network Coding,"Consider a source broadcasting M packets to N receivers over independent erasure channels, where perfect feedback is available from the receivers to the source, and the source is allowed to use coding. We investigate offline and online algorithms that optimize delay, both through theoretical analysis as well as simulation results.",2008-03-31,https://www.semanticscholar.org/paper/b8c9dd37746f10f466f0cf59afd29a7b7e09decd,"2008 Fourth Workshop on Network Coding, Theory and Applications"
2118,Sampling strategy and model to measure and compensate overlay errors,"Overlay is one of the key designed rules for producing VLSI devices. In order to have a better resolution and alignment accuracy in lithography process, it is important to model the overlay errors and then to compensate them into tolerances. This study aimed to develop a new model that bridges the gap between the existing theoretical models and the data obtained in real settings and to discuss the overlay sampling strategies with empirical data in a wafer fab. In addition, we used simulation to examine the relations between the various factors and the caused overlay errors. This paper concluded with discussions on further research.",2001-08-22,https://www.semanticscholar.org/paper/c0202599d024955251d1ce5c83f1082a6732d422,SPIE Advanced Lithography
1535,Adjusting for indirectly measured confounding using large-scale propensity score,,2021-10-23,https://www.semanticscholar.org/paper/06546042da3547154d7446832dd5943c0b92bcbe,Journal of Biomedical Informatics
3181,Social dilemmas of sociality due to beneficial and costly contagion,"Levels of sociality in nature vary widely. Some species are solitary; others live in family groups; some form complex multi-family societies. Increased levels of social interaction can allow for the spread of useful innovations and beneficial information, but can also facilitate the spread of harmful contagions, such as infectious diseases. It is natural to assume that these contagion processes shape the evolution of complex social systems, but an explicit account of the dynamics of sociality under selection pressure imposed by contagion remains elusive. We consider a model for the evolution of sociality strategies in the presence of both a beneficial and costly contagion. We study the dynamics of this model at three timescales: using a susceptible-infectious-susceptible (SIS) model to describe contagion spread for given sociality strategies, a replicator equation to study the changing fractions of two different levels of sociality, and an adaptive dynamics approach to study the long-time evolution of the population level of sociality. For a wide range of assumptions about the benefits and costs of infection, we identify a social dilemma: the evolutionarily-stable sociality strategy (ESS) is distinct from the collective optimum—the level of sociality that would be best for all individuals. In particular, the ESS level of social interaction is greater (respectively less) than the social optimum when the good contagion spreads more (respectively less) readily than the bad contagion. Our results shed light on how contagion shapes the evolution of social interaction, but reveals that evolution may not necessarily lead populations to social structures that are good for any or all.",2022-02-20,https://www.semanticscholar.org/paper/9a8161c23ea8cd73c3c4cb1b25b5595ed8230e77,PLoS Comput. Biol.
987,An Evaluation of the in vivo Safety of Nonporous Silica Nanoparticles: Ocular Topical Administration versus Oral Administration,,2017-08-15,https://www.semanticscholar.org/paper/b8b76a3e45aa224944b8010a3054ebb0c1ec4297,Scientific Reports
1411,Search for heavy particles decaying into electron-positron pairs in p-pbar collisions,"We present results of searches for technirho, techniomega, and Z' particles, using the decay channels technirho, techniomega, Z' ->e+e-. The search is based on 124.8 pb-1 of data collected by the D0 detector at the Fermilab Tevatron during 1992-1996. In the absence of a signal, we set 95% C.L. upper limits on the cross sections for the processes p pbar ->technirho, techniomega, Z' ->e+e- as a function of the mass of the decaying particle. For certain model parameters, we exclude the existence of degenerate technirho and techniomega states with masses below about 200 GeV. We exclude a Z' with mass below 670 GeV, assuming that it has the same couplings to fermions as the Z boson.",2001-02-24,https://www.semanticscholar.org/paper/65f01ed7058cf979a245f14dc1352cb9fe02f138,
1496,Multimuon final states in muon-nucleon scattering at 270 GeV,"Data from a new muon-nucleon scattering experiment includes 513 events, of which 449 are dimuons and 64 are trimuons. Conventional hadronic and electromagnetic processes account for less than 15% of these events. Model calculations suggest that the majority of the dimuons result from associated charm production with a total cross section of about 3 nb.",1979-11-19,https://www.semanticscholar.org/paper/ca103c20e1252009ccda916f761471bedc93f929,
2810,The involvement of the spleen during chronic phase of Schistosoma mansoni infection in galectin-3-/- mice.,"Schistosoma mansoni synthesizes glycoconjugates which interact with galectin-3, eliciting an intense humoral immune response. Moreover, it was demonstrated that galectin-3 regulates B cell differentiation into plasma cells. Splenomegaly is a hallmark event characterized by polyclonal B cell activation and enhancement of antibody production. Here, we investigated whether galectin-3 interferes with spleen organization and B cell compartment during chronic schistosomiasis, using wild type (WT) and galectin-3-/- mice. In chronically-infected galectin-3-/- mice the histological architecture of the spleen, including white and red pulps, was disturbed with heterogeneous lymphoid follicles, an increased number of plasma cells (CD19-B220-/lowCD138+) and a reduced number of macrophages (CD19-B220-Mac-1+CD138-) and B lymphocytes (CD19+B220+/highCD138-), compared with the WT infected mice. In the absence of galectin-3 there was an increase of annexin-V+PI- cells and a major presence of apoptotic cells in spleen compared with WT infected mice. In spleen of WT infected mice galectin-3 was largely expressed in lymphoid follicles and extrafollicular sites. Thus, we propose that galectin-3 plays a role in splenic architecture, controlling distinct events such as apoptosis, macrophage activity, B cell differentiation and plasmacytogenesis in the course of S. mansoni infection.",2012-08-01,https://www.semanticscholar.org/paper/c0eae18e21823bc305c980dc4a86f0a8f47876a1,Histology and Histopathology
498,On Selecting a Satisfying Truth Assignment (Extended Abstract),,,https://www.semanticscholar.org/paper/4c89a88a678ce4a2c9b2ea66739da41c8c9a09c8,IEEE Annual Symposium on Foundations of Computer Science
2533,ActiveNotes: computer-assisted creation of patient progress notes,"We present activeNotes, a prototype application that supports the creation of Critical Care Notes by physicians in a hospital intensive care unit. activeNotes integrates automated, context-sensitive patient data retrieval and user control of automated data updates and alerts into the note-creation process. In a user study at New York Presbyterian Hospital, we gathered qualitative feedback on the prototype from 15 physicians. The physicians found activeNotes to be valuable and said they would use it to create both formal notes for medical records and informal notes. One surprising finding is that while physicians have rejected template-based clinical documentation systems in the past, they expressed a desire to use activeNotes to create personalized, physician-specific note templates to be reused with a given patient, or for a given condition.",2009-04-04,https://www.semanticscholar.org/paper/567334b48820323b2472bc1584f2ceb909bc27e7,CHI Extended Abstracts
