paper_id,title,abstract,date_published,url
2588,Session details: Smart interaction techniques 1,,2005-04-02,https://www.semanticscholar.org/paper/b77a4ce3cbe3dcd9c73596729259e32a036ca98c,International Conference on Human Factors in Computing Systems
3757,Learning Aligned Cross-Modal Representations from Weakly Aligned Data,"People can recognize scenes across many different modalities beyond natural images. In this paper, we investigate how to learn cross-modal scene representations that transfer across modalities. To study this problem, we introduce a new cross-modal scene dataset. While convolutional neural networks can categorize cross-modal scenes well, they also learn an intermediate representation not aligned across modalities, which is undesirable for crossmodal transfer applications. We present methods to regularize cross-modal convolutional neural networks so that they have a shared representation that is agnostic of the modality. Our experiments suggest that our scene representation can help transfer representations across modalities for retrieval. Moreover, our visualizations suggest that units emerge in the shared representation that tend to activate on consistent concepts independently of the modality.",2016-06-27,https://www.semanticscholar.org/paper/7e64992091458256f438fbe1bd44fffcc197b76c,Computer Vision and Pattern Recognition
1750,Nonparametric variational inference,"Variational methods are widely used for approximate posterior inference. However, their use is typically limited to families of distributions that enjoy particular conjugacy properties. To circumvent this limitation, we propose a family of variational approximations inspired by nonparametric kernel density estimation. The locations of these kernels and their bandwidth are treated as variational parameters and optimized to improve an approximate lower bound on the marginal likelihood of the data. Unlike most other variational approximations, using multiple kernels allows the approximation to capture multiple modes of the posterior. We demonstrate the efficacy of the nonparametric approximation with a hierarchical logistic regression model and a nonlinear matrix factorization model. We obtain predictive performance as good as or better than more specialized variational methods and MCMC approximations. The method is easy to apply to graphical models for which standard variational methods are difficult to derive.",2012-06-18,https://www.semanticscholar.org/paper/6ba0491f9dde8ea042ea4a49df34838b345f23c2,International Conference on Machine Learning
944,Node-and edge-deletion NP-complete problems,"If &pgr; is a graph property, the general node(edge) deletion problem can be stated as follows: Find the minimum number of nodes(edges), whose deletion results in a subgraph satisfying property &pgr;. In this paper we show that if &pgr; belongs to a rather broad class of properties (the class of properties that are hereditary on induced subgraphs) then the node-deletion problem is NP-complete, and the same is true for several restrictions of it. For the same class of properties, requiring the remaining graph to be connected does not change the NP-complete status of the problem; moreover for a certain subclass, finding any ""reasonable"" approximation is also NP-complete. Edge-deletion problems seem to be less amenable to such generalizations. We show however that for several common properties (e.g. planar, outer-planar, line-graph, transitive digraph) the edge-deletion problem is NP-complete.",1978-05-01,https://www.semanticscholar.org/paper/1855866d7433853989ed01cf3851a5d7d3c2b286,Symposium on the Theory of Computing
150,AVENUE: Automated site modeling in urban environments,This paper is an overview of the AVENUE project at Columbia University. AVENUE's main goal is to automate the site modeling process in urban environments. The first component of AVENUE is a 3-D modeling system which constructs complete 3-D geometric models with photometric texture mapping acquired from different viewpoints. The second component is a planning system that plans the Next-Best-View for acquiring a model of the site. The third component is a mobile robot we have built that contains an integrated sensor suite for automatically performing the site modeling task. We present results for modeling buildings in New York City.,2001-05-28,https://www.semanticscholar.org/paper/862967da1feb15fc9dcfd9a6a1e61f9821fa0ece,Proceedings Third International Conference on 3-D Digital Imaging and Modeling
3356,"Role assessment, reserve strategy, and acquisition of information in asymmetric animal conflicts",,1981-02-01,https://www.semanticscholar.org/paper/992341bdf241ddd725ec2b75b5b3bae1c87e733d,Animal Behaviour
819,Optimization problems from feature testing of communication protocols,"In feature testing of communication protocols, we want to construct a minimal number of tests with a desirable fault coverage. We model the protocols by extended finite state machines and reduce the test generation process to optimization problems on graphs. We study efficient algorithms and their complexity. We report experimental results on real systems, including Personal HandyPhone System, a 5ESS based ISDN wireless system, and 5ESS Intelligent Network Application Protocol.",1996-10-29,https://www.semanticscholar.org/paper/a648028dd16367cd196e5863c44e50880c841ab1,Proceedings of 1996 International Conference on Network Protocols (ICNP-96)
2523,SnapAR: Storing snapshots for quick viewpoint switching in hand-held augmented reality,"Many tasks require a user to move between various locations within an environment to get different perspectives. This can take significant time and effort, especially when the user must switch among those viewpoints repeatedly. We explore augmented reality interaction techniques that involve taking still pictures of a physical scene using a tracked hand-held magic lens and seamlessly switching between augmenting either the live view or one of the still views, without needing to physically revisit the snapshot locations. We describe our optical-marker-tracking-based implementation and how we represent and switch among snapshots. To determine the effectiveness of our techniques, we developed a test application that lets its user view physical and virtual objects from different viewpoints.",2010-11-22,https://www.semanticscholar.org/paper/bb211aa7d23581d001ef9941eee8fe0433871181,2010 IEEE International Symposium on Mixed and Augmented Reality
450,Computational Aspacts of Organization Theory (Extended Abstract),,1996-09-25,https://www.semanticscholar.org/paper/e47a8a19d30c3476887a234b085e6a12568011a3,Embedded Systems and Applications
3650,Multiple Inheritance for C++,"Multiple Inheritance is the ability of a class to have more than one base class (super class). In a language where multiple inheritance is supported a program can be structured as a set of inheritance lattices instead of (just) as a set of inheritance trees. This is widely believed to be an important structuring tool. It is also widely believed that multiple inheritance complicates a programming language significantly, is hard to implement, and is expensive to run. I will demonstrate that none of these last three conjectures are true.",,https://www.semanticscholar.org/paper/35a501c412162dba797ce75f857ce58bc55d211c,Computing Systems
2901,2: Comparison of Factor Products for Treatment of Bleeding Related to Cardiac Surgery,,2022-12-15,https://www.semanticscholar.org/paper/0b2993bc879c74afdb866f6632e4b646b34ff2d8,Critical Care Medicine
1357,Study of Zgamma events and limits on anomalous ZZgamma and Zgammagamma couplings in pp collisions at square root s = 1.96 TeV.,"We present a measurement of the Zgamma production cross section and limits on anomalous ZZgamma and Zgammagamma couplings for form-factor scales of lambda = 750 and 1000 GeV. The measurement is based on 138 (152) candidates in the eegamma (mumugamma) final state using 320(290) pb(-1) of pp(-1) collisions at square root of s = 1.96 TeV. The 95% C.L. limits on real and imaginary parts of individual anomalous couplings are /h(10,30)Z/ < 0.23, /h(20,40)Z/ < 0.020, /h(10,30)gamma/ < 0.23, and /h(20,40)gamma/ < 0.019 for lambda = 1000 GeV.",,https://www.semanticscholar.org/paper/c4f1b25de53082c78062c51a523a191f6b216a5c,Physical Review Letters
452,Multimedia Information Caching for Personalized Video-on-Demand,,1995-03-01,https://www.semanticscholar.org/paper/2d7165b2b27f4d58b6a892f5eeccdf252af104b0,Computer Communications
3027,Hardware and Software Support for Virtualization,"This book focuses on the core question of the necessary architectural support provided by hardware to efficiently run virtual machines, and of the corresponding design of the hypervisors that run them. Virtualization is still possible when the instruction set architecture lacks such support, but the hypervisor remains more complex and must rely on additional techniques. Despite the focus on architectural support in current architectures, some historical perspective is necessary to appropriately frame the problem. The first half of the book provides the historical perspective of the theoretical framework developed four decades ago by Popek and Goldberg. It also describes earlier systems that enabled virtualization despite the lack of architectural support in hardware. As is often the case, theory defines a necessary-but not sufficient-set of features, and modern architectures are the result of the combination of the theoretical framework with insights derived from practical systems. The second half of the book describes state-of-the-art support for virtualization in both x86-64 and ARM processors. This book includes an in-depth description of the CPU, memory, and I/O virtualization of these two processor architectures, as well as case studies on the Linux/KVM, VMware, and Xen hypervisors. It concludes with a performance comparison of virtualization on current-generation x86- and ARM-based systems across multiple hypervisors.",2017-02-21,https://www.semanticscholar.org/paper/79d0d56f06beb438366a503078cf0aa4b8c94396,Synthesis Lectures on Computer Architecture
915,The complexity of restricted spanning tree problems,"The complexity of the foUowmg class of problems Is investigated: Given a distance matrix, fred the shortest spanning tree that is isomorphic to a given prototype. Several classical combinatorial problems, both easy and hard, fall into this category for an appropriate choice of the family of prototypes, for example, taking the family to be the set of all paths gives the traveling salesman problem or taking the family to be the set of all 2-stars gives the weighted matching problem It is shown that the complexity of these problems depends explicitly on the rate of growth of a sLmple parameter of the family of prototypes.",1982-04-01,https://www.semanticscholar.org/paper/877e282d16d2f1aa657c8840514df781ee46abc2,JACM
2681,The Representation and Use of a Visual Lexicon for Automated Graphics Generation,"Most automated graphics generation systems employ either a constructive or a parametric graphics synthesis approach. Constructive graphics synthesis is a deductive approach that builds visual presentations from scratch by gluing together the most basic visual variables. Conversely, parametric graphics synthesis defines a set of parametrized visual models and interprets the information to be presented through instantiation of the selected model. To increase efficiency, we have combined parametric and constructive approaches in a system called IMPROVISE. In this paper, we focus on the parametric aspect of our approach. We present a comprehensive, general, and extensible formalism to represent a visual lexicon for use in automated graphics generation. A visual lexicon is a collection of parametrized primitive visual objects that serve as building blocks for constructing more complex visual presentations. We also illustrate how this representation can be effectively employed to aid the selection and instantiation of a visual lexical item in the graphics generation process. Examples are given from IMPROVISE to demonstrate the representation and use of this visual lexicon.",1997-08-23,https://www.semanticscholar.org/paper/01ba58fe5be3af5c1e8704556f2d1ab25d4d48e8,International Joint Conference on Artificial Intelligence
2234,Active Replication Of RSV In Neutrophils From Airways And Blood Of Infants With Severe Bronchiolitis,,2010-05-01,https://www.semanticscholar.org/paper/cfb7843ab401caa17048b854115d8ce74a3c51cb,Asian Test Symposium
1753,Truncation-free stochastic variational inference for Bayesian nonparametric models,"We present a truncation-free stochastic variational inference algorithm for Bayesian nonparametric models. While traditional variational inference algorithms require truncations for the model or the variational distribution, our method adapts model complexity on the fly. We studied our method with Dirichlet process mixture models and hierarchical Dirichlet process topic models on two large data sets. Our method performs better than previous stochastic variational inference algorithms.",2012-12-03,https://www.semanticscholar.org/paper/8f302be0d4f9914dc21769c8b1f1aa36bb4cb7f3,Neural Information Processing Systems
2508,Session details: 3D,,2011-10-16,https://www.semanticscholar.org/paper/7884a516ac023687fac021242c51129cf9a20da6,Proceedings of the 24th annual ACM symposium on User interface software and technology
3382,Incremental Edge Orientation in Forests,"For any forest $G = (V, E)$ it is possible to orient the edges $E$ so that no vertex in $V$ has out-degree greater than $1$. This paper considers the incremental edge-orientation problem, in which the edges $E$ arrive over time and the algorithm must maintain a low-out-degree edge orientation at all times. We give an algorithm that maintains a maximum out-degree of $3$ while flipping at most $O(\log \log n)$ edge orientations per edge insertion, with high probability in $n$. The algorithm requires worst-case time $O(\log n \log \log n)$ per insertion, and takes amortized time $O(1)$. The previous state of the art required up to $O(\log n / \log \log n)$ edge flips per insertion. We then apply our edge-orientation results to the problem of dynamic Cuckoo hashing. The problem of designing simple families $\mathcal{H}$ of hash functions that are compatible with Cuckoo hashing has received extensive attention. These families $\mathcal{H}$ are known to satisfy \emph{static guarantees}, but do not come typically with \emph{dynamic guarantees} for the running time of inserts and deletes. We show how to transform static guarantees (for $1$-associativity) into near-state-of-the-art dynamic guarantees (for $O(1)$-associativity) in a black-box fashion. Rather than relying on the family $\mathcal{H}$ to supply randomness, as in past work, we instead rely on randomness within our table-maintenance algorithm.",2021-07-05,https://www.semanticscholar.org/paper/df478052482b7248606768347c76c50326b6629f,Embedded Systems and Applications
1052,Design and characterization of a phonon-mediated cryogenic particle detector with an eV-scale threshold and 100 keV-scale dynamic range,"We present the design and characterization of a cryogenic phonon-sensitive 1-gram Si detector exploiting the Neganov-Trofimov-Luke effect to detect single-charge excitations. This device achieved 2.65(2)~eV phonon energy resolution when operated without a voltage bias across the crystal and a corresponding charge resolution of 0.03 electron-hole pairs at 100~V bias. With a continuous-readout data acquisition system and an offline optimum-filter trigger, we obtain a 9.2~eV threshold with a trigger rate of the order of 20~Hz. The detector's energy scale is calibrated up to 120~keV using an energy estimator based on the pulse area. The high performance of this device allows its application to different fields where excellent energy resolution, low threshold, and large dynamic range are required, including dark matter searches, precision measurements of coherent neutrino-nucleus scattering, and ionization yield measurements.",2020-12-23,https://www.semanticscholar.org/paper/728f3be5889c6c038095f7abeee8a71ef729bb4d,Physical Review D
2524,Rolling and shooting: two augmented reality games,"We present two fast-paced augmented reality games. One is a single-player game experienced through a head-worn display. The player manipulates a tracked board to guide a virtual ball through a dynamic maze of obstacles. Combining the 3DOF absolute orientation tracker on the head-worn display with 6DOF optical marker tracking allows the system to always account for the correct direction of gravity. The second game is a networked, two-player, first-person-shooter, in which tracked hand-held UMPCs are used to blast virtual dominoes off a table. Players' virtual locations are warped to keep them from physically interfering with each other.",2010-04-09,https://www.semanticscholar.org/paper/bb97200290ef21291dc84975fe7c0256467ea5a1,CHI Extended Abstracts
463,The complexity of optimal queueing network control,"We consider the classical problem of optimal control (routing and sequencing) of a network of queues. We prove that this problem is EXP-complete and, therefore, provably intractable. Similar results are established for restricted versions of the problem. A weaker result is also established for the restless bandit problem.<<ETX>>",1994-06-28,https://www.semanticscholar.org/paper/101418b1a67f3fe27c842c70482b6d5f1b899a7c,Proceedings of IEEE 9th Annual Conference on Structure in Complexity Theory
140,View planning and automated data acquisition for three‐dimensional modeling of complex sites,"Constructing highly detailed three‐dimensional (3‐D) models of large complex sites using range scanners can be a time‐consuming manual process. One of the main drawbacks is determining where to place the scanner to obtain complete coverage of a site. We have developed a system for automatic view planning called VuePlan. When combined with our mobile robot, AVENUE, we have a system that is capable of modeling large‐scale environments with minimal human intervention throughout both the planning and acquisition phases. The system proceeds in two distinct stages. In the initial phase, the system is given a two‐dimensional site footprint with which it plans a minimal set of sufficient and properly constrained covering views. We then use a 3‐D laser scanner to take scans at each of these views. When this planning system is combined with our mobile robot it automatically computes and executes a tour of these viewing locations and acquires them with the robot's onboard laser scanner. These initial scans serve as an approximate 3‐D model of the site. The planning software then enters a second phase in which it updates this model by using a voxel‐based occupancy procedure to plan the next best view (NBV). This NBV is acquired, and further NBVs are sequentially computed and acquired until an accurate and complete 3‐D model is obtained. A simulator tool that we developed has allowed us to test our entire view planning algorithm on simulated sites. We have also successfully used our two‐phase system to construct precise 3‐D models of real‐world sites located in New York City: Uris Hall on the campus of Columbia University and Fort Jay on Governors Island. © 2009 Wiley Periodicals, Inc.",,https://www.semanticscholar.org/paper/983d19a3b6559e487b6ed831a4631ca1a1bc1a37,J. Field Robotics
2231,Mcl‐1; the molecular regulation of protein function,,2010-07-16,https://www.semanticscholar.org/paper/8a94028104b1deb532ba9c56022072a0a672cfab,FEBS Letters
1902,Industry Applications of Computational Intelligence: Preface,,,https://www.semanticscholar.org/paper/53844058751531751a9442d670e8cd5c377781ca,International Journal of Computational Intelligence Systems
2961,An Empirical Study of Stochastic Variational Inference Algorithms for the Beta Bernoulli Process,,2015-06-01,https://www.semanticscholar.org/paper/fa2883d2074b02151df459eddd10992e35ad8c98,International Conference on Machine Learning
1746,Nested Hierarchical Dirichlet Processes,"We develop a nested hierarchical Dirichlet process (nHDP) for hierarchical topic modeling. The nHDP generalizes the nested Chinese restaurant process (nCRP) to allow each word to follow its own path to a topic node according to a per-document distribution over the paths on a shared tree. This alleviates the rigid, single-path formulation assumed by the nCRP, allowing documents to easily express complex thematic borrowings. We derive a stochastic variational inference algorithm for the model, which enables efficient inference for massive collections of text documents. We demonstrate our algorithm on 1.8 million documents from The New York Times and 2.7 million documents from Wikipedia.",2012-10-25,https://www.semanticscholar.org/paper/2ecf9a574ef868a48fadd94bd5ca45f6a051b49a,IEEE Transactions on Pattern Analysis and Machine Intelligence
3082,Proceedings of the 1st ACM workshop on Virtual machine security,"Welcome to the 1st Workshop on Virtual Machine Security (VMSec)! 
 
In these proceedings, you will find the 7 papers presented at VMSec Workshop, held on October 31st at George Mason University in conjunction with the ACM Conference on Computer & Communications Security. This workshop aims to bring together leading researchers and practitioners in the fields of virtualization and security to present the latest work on these topics. This year we had 20 submissions and we decided to accept six (6) full papers and one (1) short paper. A program committee of 11 experts reviewed and discussed the papers. Each paper received at least 3 reviews from the PC members with most of the papers having 4 reviews in total. Some of the papers were very controversial and were discussed in detail by the PC members after the end of the review process. The final decisions were made based on those discussions. 
 
VMSec is the first workshop to deal exclusively with virtual machine security. Virtualization has seen an explosion in growth in deployment, implementations, and applications. In addition, it seems that virtualization holds unique properties that make it attractive for security including isolation, compartmentalization, live state capture, and replay. In the past, virtualization has been used to study malicious software as well as to prevent malicious software infection. We believe that the large-scale use of virtualization offers new opportunities and challenges regarding security. We hope that this workshop will provoke fruitful discussions for researchers and practitioners, from both industry and academia.",2008-10-27,https://www.semanticscholar.org/paper/b533831773ccadaaf4d92fdc2328064891ef7b4a,Conference on Computer and Communications Security
2894,The Inclusion and Role of Micro Mechanical Residual Stress on Deformation of Stainless Steel Type 316l at Grain Level,,2023-05-01,https://www.semanticscholar.org/paper/cb005c5b65b1f1cb6d7bde1688673e497b6acfe9,Social Science Research Network
931,The Node-Deletion Problem for Hereditary Properties is NP-Complete,,1980-04-01,https://www.semanticscholar.org/paper/0df73f3939d60578b09d59ac0d1d7c0dbdb53c6e,Journal of computer and system sciences (Print)
164,Brain computation by assemblies of neurons,"Significance Our expanding understanding of the brain at the level of neurons and synapses, and the level of cognitive phenomena such as language, leaves a formidable gap between these two scales. Here we introduce a computational system which promises to bridge this gap: the Assembly Calculus. It encompasses operations on assemblies of neurons, such as project, associate, and merge, which appear to be implicated in cognitive phenomena, and can be shown, analytically as well as through simulations, to be plausibly realizable at the level of neurons and synapses. We demonstrate the reach of this system by proposing a brain architecture for syntactic processing in the production of language, compatible with recent experimental results. Assemblies are large populations of neurons believed to imprint memories, concepts, words, and other cognitive information. We identify a repertoire of operations on assemblies. These operations correspond to properties of assemblies observed in experiments, and can be shown, analytically and through simulations, to be realizable by generic, randomly connected populations of neurons with Hebbian plasticity and inhibition. Assemblies and their operations constitute a computational model of the brain which we call the Assembly Calculus, occupying a level of detail intermediate between the level of spiking neurons and synapses and that of the whole brain. The resulting computational system can be shown, under assumptions, to be, in principle, capable of carrying out arbitrary computations. We hypothesize that something like it may underlie higher human cognitive functions such as reasoning, planning, and language. In particular, we propose a plausible brain architecture based on assemblies for implementing the syntactic processing of language in cortex, which is consistent with recent experimental results.",2019-12-08,https://www.semanticscholar.org/paper/022210ae703b93ed29ce6aec8ffcfad6cbc084f8,Proceedings of the National Academy of Sciences of the United States of America
1270,Search for stopped gluinos from pp collisions at square root s = 1.96 TeV.,"Long-lived, heavy particles are predicted in a number of models beyond the standard model of particle physics. We present the first direct search for such particles' decays, occurring up to 100 h after their production and not synchronized with an accelerator bunch crossing. We apply the analysis to the gluino (g), predicted in split supersymmetry, which after hadronization can become charged and lose enough momentum through ionization to come to rest in dense particle detectors. Approximately 410 pb(-1) of pp collisions at square root(s) = 1.96 TeV collected with the D0 detector during Run II of the Fermilab Tevatron collider are analyzed in search of such ""stopped gluinos"" decaying into a gluon and a neutralino (chi(1)(0)). Limits are placed on the (gluino cross section) x (probability to stop) x [BR(g --> g chi(1)(0))] as a function of the gluino and chi(1)(0) masses, for gluino lifetimes from 30 micros-100 h.",2007-05-01,https://www.semanticscholar.org/paper/041312bfe9475f4539f4b49666db6013aec15ffa,Physical Review Letters
2482,Gaze locking: passive eye contact detection for human-object interaction,"Eye contact plays a crucial role in our everyday social interactions. The ability of a device to reliably detect when a person is looking at it can lead to powerful human-object interfaces. Today, most gaze-based interactive systems rely on gaze tracking technology. Unfortunately, current gaze tracking techniques require active infrared illumination, calibration, or are sensitive to distance and pose. In this work, we propose a different solution-a passive, appearance-based approach for sensing eye contact in an image. By focusing on gaze *locking* rather than gaze tracking, we exploit the special appearance of direct eye gaze, achieving a Matthews correlation coefficient (MCC) of over 0.83 at long distances (up to 18 m) and large pose variations (up to ±30° of head yaw rotation) using a very basic classifier and without calibration. To train our detector, we also created a large publicly available gaze data set: 5,880 images of 56 people over varying gaze directions and head poses. We demonstrate how our method facilitates human-object interaction, user analytics, image filtering, and gaze-triggered photography.",2013-10-08,https://www.semanticscholar.org/paper/06f02199690961ba52997cde1527e714d2b3bf8f,ACM Symposium on User Interface Software and Technology
81,Evaluating top-k queries over Web-accessible databases,"A query to a Web search engine usually consists of a list of keywords, to which the search engine responds with the best or ""top"" k pages for the query. This top-k query model is prevalent over multimedia collections in general, but also over plain relational data for certain applications. For example, consider a relation with information on available restaurants, including their location, price range for one diner, and overall food rating. A user who queries such a relation might simply specify the user's location and target price range, and expect in return the best 10 restaurants in terms of some combination-of proximity to the user, closeness of match to the target price range, and overall food rating. Processing such top-k queries efficiently is challenging for a number of reasons. One critical such reason is that, in many Web applications, the relation attributes might not be available other than through external Web-accessible form interfaces, which we will have to query repeatedly for a potentially large set of candidate objects. In this paper, we study how to process top-k queries efficiently in this setting, where the attributes for which users specify target values might be handled by external, autonomous sources with a variety of access interfaces. We present several algorithms for processing such queries, and evaluate them thoroughly using both synthetic and real Web-accessible data.",2002-02-26,https://www.semanticscholar.org/paper/c6e3d4a8fba3cd5d592d62f533ff95bde84a8f22,Proceedings / International Conference on Data Engineering
3022,AnDrone,,2019-03-25,https://www.semanticscholar.org/paper/d67144e90c7efa4a656cadd0e38cf3328e7afc2b,Proceedings of the Fourteenth EuroSys Conference 2019
2950,An Efficient Multiple-Testing Adjustment for eQTL Studies that Accounts for Linkage Disequilibrium between Variants.,,2016-01-07,https://www.semanticscholar.org/paper/72ebcb025662d71d3d67f1d3776aea2d85af1dd5,American Journal of Human Genetics
2942,Determining the genetic basis of anthracycline-cardiotoxicity by molecular response QTL mapping in induced cardiomyocytes,"Anthracycline-induced cardiotoxicity (ACT) is a key limiting factor in setting optimal chemotherapy regimes for cancer patients, with almost half of patients expected to ultimately develop congestive heart failure given high drug doses. However, the genetic basis of sensitivity to anthracyclines such as doxorubicin remains unclear. To begin addressing this, we created a panel of iPSC-derived cardiomyocytes from 45 individuals and performed RNA-seq after 24h exposure to varying levels of doxorubicin. The transcriptomic response to doxorubicin is substantial, with the majority of genes being differentially expressed across treatments of different concentrations and over 6000 genes showing evidence of differential splicing. Overall, our observations indicate that splicing fidelity decreases in the presence of doxorubicin. We detect 376 response-expression QTLs and 42 response-splicing QTLs, i.e. genetic variants that modulate the individual transcriptomic response to doxorubicin in terms of expression and splicing changes respectively. We show that inter-individual variation in transcriptional response is predictive of cell damage measured in vitro using a cardiac troponin assay, which in turn is shown to be associated with in vivo ACT risk. Finally, the molecular QTLs we detected are enriched in lower ACT GWAS p-values, further supporting the in vivo relevance of our map of genetic regulation of cellular response to anthracyclines.",2017-11-02,https://www.semanticscholar.org/paper/782ad77f88c99deb082727e7b8e6e6c10bf2ba65,bioRxiv
1941,Overall Space Effectiveness (OSE) for Enhancing Fab Space Productivity,"Due to increasing global competition, effective resource utilization is critical for maintaining competitive advantages. However, little research has been done to address space utilization of wafer fabrication facility. This paper aims to design a novel index, overall space effectiveness (OSE), to diagnose the fab layouts and identify directions for improving space usage effectiveness to enhance the overall space productivity as partial effort for total resources management. Furthermore, the proposed OSE can be extended to incorporate other critical performance indices such as cycle time, throughput, and revenue for effective management. Focusing on real settings of a leading semiconductor manufacturing company, a number of case studies were conducted and compared. The results have shown OSE gaps among various fabs and the proposed OSE can effectively derive improvement directions. This paper concludes with discussions on value propositions and future research directions.",2016-07-07,https://www.semanticscholar.org/paper/ff4867b1fe2f256e40e61e283b737aef2843b4f0,IEEE transactions on semiconductor manufacturing
2426,A Hybrid RTK GNSS and SLAM Outdoor Augmented Reality System,"In the real world, we are surrounded by potentially important data. For example, military personnel and first responders may need to understand the layout of an environment, including the locations of designated assets, specified in latitude and longitude. However, many augmented reality (AR) systems cannot associate absolute geographic coordinates with the coordinate system in which they track. We describe a simple approach for developing a wide-area outdoor wearable AR system that uses RTK GNSS position tracking to align together and georegister multiple smaller maps from an existing SLAM tracking system.",2019-03-23,https://www.semanticscholar.org/paper/220ecaea8bf2d6102530cb4acc4cfc0fb79b75b3,IEEE Conference on Virtual Reality and 3D User Interfaces
3143,The design and implementation of Zap,"We have created Zap, a novel system for transparent migration of legacy and networked applications. Zap provides a thin virtualization layer on top of the operating system that introduces pods, which are groups of processes that are provided a consistent, virtualized view of the system. This decouples processes in pods from dependencies to the host operating system and other processes on the system. By integrating Zap virtualization with a checkpoint-restart mechanism, Zap can migrate a pod of processes as a unit among machines running independent operating systems without leaving behind any residual state after migration. We have implemented a Zap prototype in Linux that supports transparent migration of unmodified applications without any kernel modifications. We demonstrate that our Linux Zap prototype can provide general-purpose process migration functionality with low overhead. Our experimental results for migrating pods used for running a standard user's X windows desktop computing environment and for running an Apache web server show that these kinds of pods can be migrated with subsecond checkpoint and restart latencies.",2002-12-09,https://www.semanticscholar.org/paper/a6b100291fe50fd8a563e0ade459081827792ef6,USENIX Symposium on Operating Systems Design and Implementation
759,Multi-Objective Model Checking of Markov Decision Processes,"We study and provide efficient algorithms for multi-objective model checking problems for Markov Decision Processes (MDPs). Given an MDP, M, and given multiple linear-time (ω-regular or LTL) properties ϕi, and probabilities ri ∈ [0, 1], i = 1, . . . , k, we ask whether there exists a strategy α for the controller such that, for all i, the probability that a trajectory of M controlled by α satisfies ϕi is at least ri. We provide an algorithm that decides whether there exists such a strategy and if so produces it, and which runs in time polynomial in the size of the MDP. Such a strategy may require the use of both randomization and memory. We also consider more general multi-objective ω-regular queries, which we motivate with an application to assume-guarantee compositional reasoning for probabilistic systems. 
 
Note that there can be trade-offs between different properties: satisfying property ϕ1 with high probability may necessitate satisfying ϕ2 with low probability. Viewing this as a multi-objective optimization problem, we want information about the ""trade-off curve"" or Pareto curve for maximizing the probabilities of different properties. We show that one can compute an approximate Pareto curve with respect to a set of ω-regular properties in time polynomial in the size of the MDP. 
 
Our quantitative upper bounds use LP methods. We also study qualitative multi-objective model checking problems, and we show that these can be analysed by purely graph-theoretic methods, even though the strategies may still require both randomization and memory.",2007-03-24,https://www.semanticscholar.org/paper/973a2cb018d44d37cbc47944fc7d4e1150b5c5d8,Log. Methods Comput. Sci.
2389,Cytochrome a620 in Tetrahymena pyriformis. Reactions with carbon monoxide and oxygen at subzero temperatures and photochemical action spectra.,"1. Mitochondria-enriched fractions of the ciliate protozoan Tetrahymena pyriformis ST contained CO-reacting cytochromes b560 and a620. 2. A non-photodissociable oxygen-containing compound of cytochrome a620 was formed in whole cell suspensions at -114 degrees C after photolysis of CO in the presence of 200 microM-O2. 3. Electron transport, indicated by the oxidation of cytochrome a620 and cytochrome c, occurred at temperatures higher than -72 degrees C. 4. Photochemical action spectra for the relief of respiratory inhibition of whole cells by CO obtained by using a liquid dye laser indicate that the only CO-reacting terminal oxidase detectable was cytochrome a620. 5. It is concluded that the alternative electron transport chains in this organism utilize non-cytochrome terminal oxidases.",1982-08-15,https://www.semanticscholar.org/paper/76c74961a7a9c0d93e7b151f4f880df0f6202c78,Biochemical Journal
3441,Better online buffer management,"As the Internet becomes more mature, there is a realization that improving the performance of routers has the potential to substantially improve Internet performance in general. Currently, most routers forward packets in a First-In-First-Out (FIFO) order. However, the diversity of applications supported by modern IP-based networks has resulted in unpredictable packet flows, and heterogeneous network traffic. Thus, it is becoming more reasonable to consider differentiating between different types of packets, and perhaps to consider allowing packets to specify a deadline by which it must be processed. These issues have made buffer management at routers a critical issue in providing effective quality of service to the various applications that use the network.
 In this paper, we study an online problem in which each packet is described by its discrete arrival time, non-negative weight and discrete deadline; arriving packets are buffered for delivery and all packets have the same processing time. The packets arrive online, and our objective is to maximize the sum of weights of those packets that are sent by their deadlines. We describe an online deterministic algorithm with a competitive ratio of 1.854, improving the best previous known competitive ratio of 1.939 (Bartal et al. STACS 2004).
 The algorithmic framework we use has several interesting features. First, we do not use a potential function. Instead, after each step we modify the adversary's buffer. Second, we introduce ""dummy packets"" to facilitate the decision making.",2007-01-07,https://www.semanticscholar.org/paper/7ad72f9647513a4693fb30c6aaf0528db999b5a7,ACM-SIAM Symposium on Discrete Algorithms
176,α-Rank: Multi-Agent Evaluation by Evolution,,2019-03-04,https://www.semanticscholar.org/paper/af49ccf5add1c4b6a9a4b2e403bbe0fb25f9925f,Scientific Reports
